Product Description	SKU	ASIN	Condition	Supplier	Price	Sales last 30 days (sales)	Sales last 30 days (units)	Total Inventory	Inbound Inventory	Available Inventory	Reserved - FC transfer	Reserved - FC processing	Reserved - Customer Order	Unfulfillable	Fulfilled by	Days of Supply	Instock Alert	Recommended Order Quantity	Recommended Order Date
Dr. Tung's Smart Floss, 30 yds, Natural Cardamom Flavor 1 ea Colors May Vary (Pack of 6)	MCDR 11215NA06-FBA1	B01BMT8Y9G	New	unassigned	19.99	0.0	0	96	0	96	0	0	0	0	Amazon	365+			
Aveeno Anti-Itch Concentrated Lotion, 4-Ounce Bottles (Pack of 6)	MCCON36906NA06-FBA	B0013YY91I	New	unassigned	41.96	41.96	1	5	0	4	1	1	0	0	Amazon	76		0	
Royal Crown Hair Dressing 5 oz. Jar (Pack of 4)	MCHAI04106NA04-FBA	B00IUBLJPG	New	unassigned	48.06	0.0	0	42	42	0	0	0	0	0	Amazon				
Neutrogena Hydro Boost Hydrating Lip Shine, Berry Brown 20, 0.10 Ounce	STNEU38458NA01-dt	B01LETUSA2	New	unassigned	10.20	61.2	6	6	0	6	0	0	0	0	Amazon	23	low_stock	2	11/14/2018
Conair Hair Brush with Boar Bristle, Gel Grips, Round, Medium, Colors May Vary	MCCON26070NA01-FBA	B001UO25QC	New	unassigned	7.37	15.86	2	46	0	46	0	0	0	0	Amazon	365+			
Aqua Net All Weather Professional Hairspray, Extra Super Hold, Unscented, 11 oz	STAQU00115NA01	B003C6B48Q	New	unassigned	10.47	117.21	14	0	0	0	0	18	0	0	Amazon	0	out_of_stock	5	11/14/2018
Icy Hot Topical Analgesic Back Patch, 5 Count Box (1) Temporarily Relieves Minor Pain Associated with Arthritis, Simple Backache, Muscle Strains, Sprains, Bruises, and Cramps	STICY08430NA01	B0014E2NMY	New	unassigned	9.23	0.0	0	0	0	0	0	8	0	0	Amazon	0	out_of_stock	0	
Neutrogena Ultra Gentle Hydrating Cleanser, Creamy Formula 12 oz (Pack of 2)	MCLEA72963NA02-FBA	B01IAEKDFO	New	unassigned	24.05	75.12	3	14	0	14	0	0	0	0	Amazon	242		2	07/03/2019
Glovers Dandruff Control Medicine Regular Formula 2.75 oz (Pack of 2)	MCDAN11437NA02-FBA	B01IADWGKU	New	unassigned	16.69	0.0	0	36	36	0	0	0	0	0	Amazon				
Doctor Lip Bang's Lip Freak Lip Balm | All Natural Buzzing Lip Balm - Berry Sinister, 0.15 oz	MCLIP22016NA01-FBA1	B01CJWHPYK	New	unassigned	5.90	60.33	10	195	0	195	0	4	0	0	Amazon	365+			
Arm & Hammer Ultramax Invisible Solid Unscented Antiperspirant & Deodorant-2.6 oz	3320019460	B000GCJVAM	New	unassigned	5.70	435.92	76	104	0	104	0	4	0	0	Amazon	55		21	12/30/2018
Biomiracle Peel-Off Mask | Anti-Aging & Firming | Intense Pore Care, Brightens & Balances Skin (3.5 oz)	MCDET04536NA01-FBA	B071G1D6MS	New	unassigned	9.42	66.21	7	23	0	23	0	5	0	0	Amazon	26		11	12/01/2018
BOIRON USA - Thiosinaminum 30c [Health and Beauty]	MCTHI32136NA01-FBA	B0006PKPMM	New	unassigned	9.92	0.0	0	24	24	0	0	0	0	0	Amazon				
Goody's Extra Strength Headache Powders Cool Orange 24 ea (Pack of 6)	MCCOO02982NA06-FBA	B01IAIKWHO	New	unassigned	43.07	0.0	0	6	0	0	6	0	0	0	Amazon				
Hager Pharma Dry Mouth Drops, Melon, 2 Ounce	1408106022	B00C3LVB98	New	unassigned	6.09	607.88	91	183	1	182	0	2	0	0	Amazon	56		35	12/03/2018
Powerstep SlimTech 3/4 Length Orthotic Shoe Insole, Blue, Men's 5-6.5, Women's 7-8.5 One Size	MCPOW00222NA01-FBA1	B005DIO1L8	New	unassigned	21.77	46.22	2	114	23	90	1	0	0	1	Amazon	110		2	02/23/2019
Vollrath 47934 4-Quart Economy Mixing Bowl, Stainless Steel	MCIXI01405NA01-FBA	B000CC1ECE	New	unassigned	8.17	49.2	6	444	0	444	0	0	0	1	Amazon	365+			
LA Looks Absolute Styling Extreme Sport Level 10+ with Tri Active Hold, 8 oz	MCNEW10020NA01-dt	B00LAE2FGC	New	unassigned	4.60	103.2	24	33	0	33	0	0	0	0	Amazon	25	low_stock	5	11/14/2018
Band-Aid Adhesive Bandages, Flexible Fabric, All One Size 1 X 3, 100 Count (Pack of 3) by Band-Aid	STBAN44444NA03	B013XFJ2G6	New	unassigned	21.80	113.3	5	70	0	70	0	0	0	0	Amazon	365+			
Carmex Jar Lip Balm	STCAR13117NA03	B00C2KSLNO	New	unassigned	5.67	64.11	11	17	0	17	0	1	0	0	Amazon	36	low_stock	3	11/14/2018
Topricin Foot Pain Relief Cream (8 oz)	0986301008	B001U2FVC4	New	unassigned	27.60	4084.86	148	180	60	86	34	4	2	0	Amazon	45		45	11/22/2018
Bactine Pain Relieving Cleansing Spray, 5 Ounce	STBAC10055NA01	B01MYB8IPS	New	unassigned	9.39	1001.53	108	169	0	169	0	2	0	0	Amazon	59	low_stock	26	11/14/2018
Swan Mineral Oil 16 oz	STSWA06105NA01	B001B2RG1C	New	unassigned	8.78	187.28	22	17	0	16	1	4	2	0	Amazon	27	low_stock	8	11/14/2018
Burt's Bees Baby Diaper Rash Ointment 3 oz (Pack of 3)	MCBUR30503NA03-dt	B01BO91HB6	New	unassigned	24.43	508.48	21	48	0	48	0	1	0	0	Amazon	53		6	12/28/2018
JOBST Relief 20-30 mmHg Compression Socks, Thigh High with Silicone Band, Beige, Medium	MCNAN42094NA01-FBA	B00427N86U	New	unassigned	49.95	699.3	14	8	0	8	0	2	0	0	Amazon	19		5	11/24/2018
Therapeutic Mineral Ice Pain Relieving Gel	MCTOP67081NA01-FBA	B000GG83OS	New	unassigned	11.50	190.73	17	94	3	91	0	3	1	1	Amazon	93		12	02/06/2019
Physician Recommended Nutriceuticals PRN Eye Omega Advantage 120 Soft Gels	V2NAN012311NA01	B009J90JLS	New	unassigned	53.94	7120.08	132	197	0	161	36	14	7	0	Amazon	48		54	11/25/2018
Zantac 75 Regular Strength Tablets, Original, 4 Count	STZAN30021NA01	B000HSAKZA	New	unassigned	5.99	11.36	2	18	0	17	1	0	0	0	Amazon	172		2	02/15/2019
Gold Bond Intensive Healing Cream 1oz (2 Pack)	STGOL51009NA02	B00E4MR8FU	New	unassigned	11.66	475.3	40	125	0	125	0	5	0	0	Amazon	87		21	11/22/2018
Frank's Red Hot Cayenne Pepper Sauce - 5 oz. (2-Pack)	MCRAN05016NA02-FBA	B01EKB44G0	New	unassigned	9.79	488.33	49	0	0	0	0	0	0	0	Amazon	0	out_of_stock	18	11/14/2018
JOBST Sport Knee High 15-20 mmHg Compression Socks, Black/Cool Black, X-Large	MCJOB22723NA01-FBA	B01MTYBPBK	New	unassigned	38.09	796.49	23	44	0	19	25	0	0	0	Amazon	118		8	03/03/2019
Johnson & Johnson Red Cross All Purpose First Aid Kit, 125 Pieces	381371163601	B00U8HS3R2	New	unassigned	19.99	1279.14	58	317	72	210	35	1	1	0	Amazon	178		12	04/04/2019
JOBST Sport Knee High 20-30 mmHg Compression Socks, White/Grey, Large	MCJOB13080NA01-FBA	B00IK5SQOY	New	unassigned	65.43	856.7	13	59	1	43	15	0	0	0	Amazon	129		5	03/14/2019
Fairy Tales Rosemary Repel Shampoo, 12 oz (Pack of 2)	STROS01011NA02	B00MMRVB0C	New	unassigned	19.96	836.01	42	88	0	0	88	2	4	0	Amazon	29	low_stock	18	11/14/2018
DenTek Temparin Max Lost Filling and Loose Cap Repair Kit | One Step Formula | 5+ Repairs | 0.04 Ounces | 1-Pack	MCTEM02414NA01-dt	B00A7L18T4	New	unassigned	4.00	1932.16	533	161	0	161	0	3	0	0	Amazon	10	low_stock	143	11/14/2018
Burt's Bees Baby Bee Dusting Powder Bottle, 7.5-Ounce Bottles (Pack of 2)	MCBUR49993NA02-dt	B002DPUY2Y	New	unassigned	17.95	665.63	37	57	0	26	31	0	0	0	Amazon	48	low_stock	17	11/14/2018
TYLENOL Multi Symptom Relief Cold and Flu Caplets for Adults With Acetaminophen, 24 Count, Pack of 1	STTYL70269NA01	B009ITR4EY	New	unassigned	8.70	154.38	17	78	0	78	0	1	0	0	Amazon	121		5	12/26/2018
